customer_id,customer_name,age,gender,city,state,signup_date,phone,is_premium
C0302,  Rahul Joshi ,-5,male,CHENNAI,Tamil Nadu,2024-04-11,+91 99176 13862,no
C0303,Rahul Gupta,23,Female,bengaluru,Karnataka,2023-03-04,08414267186,1
C0304,KARAN RAO,52,F, Bengaluru ,Karnataka,2022-05-19,+91-7623424790,1
C0305,Ananya Nair,27,female,PUNE,Maharashtra,30-Mar-23,8175945569,yes
C0306,Arjun Desai,32,M, Mumbai ,Maharashtra,18/05/2022,9013323898,TRUE
C0307,isha reddy,32,M,Amdavad,Gujarat,16-Aug-22,08886715571,N
C0308,Divya Gupta,20,Female,Ahmedabad,Gujarat,2023-06-18,09227810934,Yes
C0309,priya iyer,43,male,KOLKATA,West Bengal,29/10/2022,08991056435,No
C0310,Ananya Desai,62,male,pune,Maharashtra,10/04/2023,8952849519,No
C0311,Sneha Menon,41,Female,Poona,Maharashtra,09/19/2023,+91 82471 15754,0
C0312,ananya reddy,63,Female,BANGALORE,Karnataka,23/10/2022,+91 76647 10463,Yes
C0313,Isha Joshi,18,F,Amdavad,Gujarat,2023-04-10,+91 89664 10861,0
C0314,PRIYA REDDY,59,M,Dehli,Delhi,2022-11-02,7210588114,Y
C0315,Nikhil Menon,20,male,Bengaluru,Karnataka,2024-02-16,+91-9364255319,Y
C0316,pooja kulkarni,31,Female,Hyderabad,Telangana,11-May-23,+91 83993 89802,1
C0317,Vikram Desai,51,O,hyderabad,Telangana,2023-12-27,+91-7831314297,no
C0318,  Pooja Sharma ,53,Female,Calcutta,West Bengal,"September 18, 2022",+91-8321873046,No
C0319,Rahul Gupta,57,F,HYDERABAD,Telangana,20/11/2023,7152721525,FALSE
C0320,Nikhil Gupta,21,Female,Hyderabad,Telangana,02/08/2022,+91-8424723488,N
C0321,Ananya Desai,29,O,Calcutta,West Bengal,2023-12-28,08595939306,Y
C0322,MEERA REDDY,68,M,Delhi,Delhi,29/03/2024,+91 76232 54579,N
C0323,Sneha Kulkarni,null,Female,Bengaluru,Karnataka,2022-01-05,+91 97791 87894,FALSE
C0324,Sneha Kulkarni,65,male,mumbai,Maharashtra,2022-11-25,+91-8230797512,Y
C0325,ANANYA SINGH,57,Male,Bangalore,Karnataka,2022-10-05,+91 78022 32449,0
C0326,NIKHIL SHARMA,null,M, Hyderabad,Telangana,03-Jul-22,+91 97399 68436,Y
C0327,Karan Menon,69,O,hyderabad,Telangana,"April 06, 2022",09939810510,FALSE
C0328,Divya Reddy,57,F,New Delhi,Delhi,"March 18, 2024",07280741389,No
C0329,Isha Joshi,36,F, Hyderabad,Telangana,17-Apr-24,+91 88223 95124,1
C0330,Siddharth Desai,57,female,AHMEDABAD,Gujarat,"August 02, 2022",+91 95700 67062,1
C0331,Ananya Rao,65,female,Dehli,Delhi,2023-04-20,+91-7419420333,0
C0332,Siddharth Nair,60,F,Pune,Maharashtra,2024-02-15,08674962768,no
C0333,Rahul Singh,61,female,New Delhi,Delhi,02/04/2022,+91-9626332786,N
C0334,Aarav Menon,40,M,Bombay,Maharashtra,08/02/2023,8743896971,yes
C0335,Vikram Iyer,41,O,ahmedabad,Gujarat,2022-01-12,09825773649,yes
C0336,Vikram Rao,47,female, Pune,Maharashtra,2023-06-06,07797966424,0
C0337,isha menon,50,Male,Mumbai,Maharashtra,05/08/2023,+91-8583033048,yes
C0338,NIKHIL KULKARNI,57,Female,Chennai,Tamil Nadu,02/12/2023,+91-9489485190,FALSE
C0339,Isha Desai,44,male,Ahmedabad,Gujarat,12/13/2023,09702823150,0
C0340,Priya Rao,-,M,Bengaluru,Karnataka,"May 21, 2024",+91 90178 46827,Yes
C0341,Ananya Desai,60,male,pune,Maharashtra,2023-05-12,7142122736,FALSE
C0342,Siddharth Iyer,64,Female,Kolkata,West Bengal,2023-10-20,08712595879,Y
C0343,Divya Gupta,42,O,AHMEDABAD,Gujarat,2024-03-27,+91-9914107002,1
C0344,Pooja Desai,35,M, Hyderabad,Telangana,18-Apr-23,+91 89291 35549,yes
C0345,AARAV RAO,0,Female,hyderabad,Telangana,2024-01-13,+91-7829270292,0
C0346,Sneha Menon,23,Female,Dehli,Delhi,2024-13-45,+91-9987809626,FALSE
C0347,Pooja Menon,67,O,Chennai,Tamil Nadu,2023-01-27,07764201331,No
C0348,  Karan Desai ,59,O,Ahmedabad,Gujarat,29-Mar-23,+91 72389 19229,FALSE
C0349,Isha Reddy,18,male,MUMBAI,Maharashtra,05/02/2023,+91-9213553149,1
C0350,Aarav Gupta,70,Male,New Delhi,Delhi,08-Dec-22,+91 90718 94813,1
C0351,Rohan Joshi,36,M,hyderabad,Telangana,03-Nov-22,+91-7458565144,FALSE
C0352,vikram sharma,64,female,Dehli,Delhi,2023-10-21,+91-9293255031,N
C0353,siddharth patel,59,Female,Bombay,Maharashtra,02-Jun-22,+91-8000665786,FALSE
C0354,Divya Menon,NA,O, Mumbai ,Maharashtra,2023-09-18,07490398001,0
C0355,Rohan Iyer,69,female,Dehli,Delhi,2023-07-13,+91-7915823748,No
C0356,vikram gupta,41,Male,Chennai,Tamil Nadu,"March 21, 2024",07067131712,No
C0357,Aarav Reddy,63,female, Mumbai ,Maharashtra,2023-12-10,08934535440,no
C0358,priya desai,49,O,Bangalore,Karnataka,2023-03-05,+91 73850 79494,1
C0359,Nikhil Rao,35,F,NEW DELHI,Delhi,2023-05-25,+91 71770 94523,no
C0360,Arjun Nair,66,M,kolkata,West Bengal,"June 11, 2022",08010605064,0
C0361,Pooja Iyer,38,F, Hyderabad,Telangana,2024-06-09,+91-7947739357,TRUE
C0362,Karan Desai,42,F,Bangalore,Karnataka,2022-07-27,9973021583,No
C0363,nikhil gupta,39,F,ahmedabad,Gujarat,31/02/2024,8768221462,0
C0364,NIKHIL SINGH,45,male,ahmedabad,Gujarat,08/29/2023,07172050713,1
C0365,  Pooja Kulkarni ,69,female,Mumbai,Maharashtra,26-Jul-23,+91 77143 27394,no
C0366,Aarav Joshi,28,Female, Pune,Maharashtra,20-Apr-23,09692132566,Yes
C0367,  Siddharth Menon ,20,Female,Poona,Maharashtra,"August 13, 2023",+91 90331 54000,Yes
C0368,Siddharth Nair,20,Male,Poona,Maharashtra,28-Dec-23,07487726511,0
C0369,  Divya Nair ,35,M,New Delhi,Delhi,09/04/2023,+91 85406 79717,FALSE
C0370,Rohan Iyer,47,F,Hyderabad,Telangana,2022-04-22,9993944892,1
C0371,Meera Gupta,52,female,Mumbai,Maharashtra,2022-10-26,+91 97359 78107,TRUE
C0372,Rahul Joshi,62,female,hyderabad,Telangana,2024-03-19,+91-8116723521,yes
C0373,Meera Joshi,57,male,hyderabad,Telangana,09-May-24,+91-9861977083,N
C0374,  Nikhil Singh ,NULL,male,BANGALORE,Karnataka,not recorded,07624419030,N
C0375,Aarav Menon,50,female, Bengaluru ,Karnataka,2023-11-14,+91-9427650861,yes
C0376,Meera Sharma,32,M,pune,Maharashtra,21/08/2023,09312463191,No
C0377,  Karan Joshi ,missing,male,KOLKATA,West Bengal,2023-01-14,08323216479,1
C0378,Karan Menon,65,male, Pune,Maharashtra,01/17/2024,9521919170,Y
C0379,Rahul Patel,55,female,AHMEDABAD,Gujarat,2023-03-01,9439182043,TRUE
C0380,Isha Sharma,37,Male,chennai,Tamil Nadu,"January 28, 2022",09734007947,No
C0381,Pooja Reddy,NA,female,Chennai,Tamil Nadu,06-Sep-23,08107721600,No
C0382,aarav singh,21,Female,hyderabad,Telangana,2022-02-24,+91 99887 56659,Y
C0383,karan rao,24,male,PUNE,Maharashtra,05-Oct-22,+91 73140 80047,yes
C0384,vikram kulkarni,67,F,mumbai,Maharashtra,2023-05-31,+91-7809243907,TRUE
C0385,Rohan Patel,19,male,Amdavad,Gujarat,04/09/2023,+91-8469072661,no
C0386,vikram menon,26,female,Bengaluru,Karnataka,2022-03-21,+91-9079858934,1
C0387,Isha Patel,20,O,Mumbai,Maharashtra,2023-09-09,+91-7859098375,yes
C0388,kavya nair,50,Male,Chennai,Tamil Nadu,19/04/2024,9271345114,1
C0389,Sneha Iyer,63,F,Mumbai,Maharashtra,"July 05, 2022",07977337913,No
C0390,SNEHA JOSHI,26,male,Hyderabad,Telangana,2022-03-26,+91 79293 69892,FALSE
C0391,Pooja Singh,45,O,New Delhi,Delhi,2022-07-03,08702395148,1
C0392,  Sneha Reddy ,62,F,pune,Maharashtra,2022-12-13,+91 77630 65666,0
C0393,Siddharth Nair,56,Male,Madras,Tamil Nadu,2022-04-21,+91-9101705225,No
C0394,Rohan Joshi,29,F,Bombay,Maharashtra,09-Apr-22,9233163576,Y
C0395,isha kulkarni,39,M,Ahmedabad,Gujarat,03/17/2023,08616353231,FALSE
C0396,Priya Reddy,67,female,MUMBAI,Maharashtra,2024-01-03,09835015940,FALSE
C0397,priya gupta,55,male,Bangalore,Karnataka,2022-11-25,+91-9536021086,N
C0398,  Sneha Gupta ,n/a,F,Calcutta,West Bengal,2023-08-30,+91 98473 49965,yes
C0399,Rahul Sharma,45,-,Bombay,Maharashtra,,07419728551,No
C0400,Rahul Joshi,66,male,NEW DELHI,Delhi,26/07/2022,+91-7323502003,Y
C0401,Divya Desai,23,Male,Kolkata,West Bengal,"August 04, 2023",+91 76872 55523,1
C0402,Pooja Rao,30,Male,chennai,Tamil Nadu,20/01/2022,07914625337,Y
C0403,priya kulkarni,47,Female,KOLKATA,West Bengal,2023-02-25,+91 76670 64059,yes
C0404,divya gupta,27,O,Madras,Tamil Nadu,,7158929824,Yes
C0405,Arjun Rao,59,female,Chennai,Tamil Nadu,05/30/2024,+91 79764 18333,No
C0406,VIKRAM IYER,65,Female,Calcutta,West Bengal,05/24/2023,08414272209,no
C0407,KARAN REDDY,31,male,Kolkata,West Bengal,18/05/2023,8359313973,Y
C0408,Kavya Joshi,70,missing,Bengaluru,Karnataka,12/09/2023,+91 78289 82447,N
C0409,  Divya Joshi ,43,male,pune,Maharashtra,2022-11-01,09767803644,Yes
C0410,Rohan Joshi,44,female,Chennai,Tamil Nadu,2024-04-24,+91 72174 56118,FALSE
C0411,Priya Rao,58,M,MUMBAI,Maharashtra,18/11/2022,7677842235,0
C0412,Rahul Joshi,65,Male,Calcutta,West Bengal,2022-07-23,7781208412,Yes
C0413,Divya Patel,30,M, Mumbai ,Maharashtra,2023-09-07,+91-7382515219,1
C0414,Nikhil Rao,32,O,Calcutta,West Bengal,22-Oct-22,7559201866,Y
C0415,Pooja Reddy,27,F,delhi,Delhi,14/01/2023,8967799880,N
C0416,  Karan Menon ,45,M,Kolkata,West Bengal,12/07/2022,+91-9022639341,Yes
C0417,Siddharth Singh,60,Male,chennai,Tamil Nadu,2022-09-24,+91-9116730938,N
C0418,VIKRAM SINGH,20,O,Calcutta,West Bengal,2023-03-17,+91 97183 44571,TRUE
C0419,Rahul Menon,66,Female,BANGALORE,Karnataka,2022-02-24,+91 76001 14700,yes
C0420,Pooja Patel,49,Female,Amdavad,Gujarat,2023-05-20,+91 81455 22265,yes
C0421,Arjun Desai,55,M, Bengaluru ,Karnataka,2022-07-04,+91-7330005804,N
C0422,Meera Rao,25,M,mumbai,Maharashtra,2022-01-30,+91-9832699830,N
C0423,Nikhil Nair,64,F,Mumbai,Maharashtra,31/03/2024,09350018062,No
C0424,arjun reddy,67,O,KOLKATA,West Bengal,2024-03-09,08282248157,TRUE
C0425,Vikram Nair,41,female,Madras,Tamil Nadu,03-Apr-22,09708776837,No
C0426,Rahul Joshi,59,female,Bombay,Maharashtra,2022-03-27,7340088958,yes
C0427,Divya Kulkarni,54,M,Madras,Tamil Nadu,2023-02-27,+91 96634 43211,0
C0428,Aarav Patel,47,female, Pune,Maharashtra,16-Jun-24,09878744215,0
C0429,rahul reddy,23,O,Madras,Tamil Nadu,2023-07-02,09816643737,FALSE
C0430,Isha Singh,57,Female,Calcutta,West Bengal,2022-03-31,7819488717,Yes
C0431,ISHA RAO,33,O,Delhi,Delhi,05-Nov-22,9035767647,yes
C0432,ISHA JOSHI,46,Male,Amdavad,Gujarat,2022-02-22,08785357355,0
C0433,  Priya Joshi ,50,Female,Madras,Tamil Nadu,26-Aug-22,+91-9269069059,Y
C0434,Isha Patel,59,M,kolkata,West Bengal,2023-04-26,+91 77199 87025,0
C0435,Vikram Singh,42,Female,AHMEDABAD,Gujarat,26/03/2024,+91-7695895299,FALSE
C0436,ananya iyer,49,female,bengaluru,Karnataka,2023-07-25,8540977351,yes
C0437,Rohan Nair,57,female,MUMBAI,Maharashtra,2024-03-14,+91-7200473425,Yes
C0438,Nikhil Patel,68,M,Ahmedabad,Gujarat,2023-06-04,7507061041,Y
C0439,Isha Menon,27,F,ahmedabad,Gujarat,2024-13-45,9034368522,No
C0440,Kavya Menon,41,O,Madras,Tamil Nadu,2024-03-17,+91 83412 70129,Yes
C0441,Vikram Sharma,51,male,ahmedabad,Gujarat,2023-03-21,+91-7159316365,1
C0442,Pooja Gupta,62,Female,CHENNAI,Tamil Nadu,"January 09, 2022",9621652583,1
C0443,Kavya Rao,30,Male,ahmedabad,Gujarat,not recorded,+91 86766 82323,yes
C0444,Aarav Kulkarni,33,female,Mumbai,Maharashtra,2024-01-20,+91-8601932032,Yes
C0445,Nikhil Singh,18,O,Poona,Maharashtra,03-Aug-23,+91 87474 88059,Y
C0446,  Vikram Menon ,65,Male,CHENNAI,Tamil Nadu,2023-04-11,07267119789,yes
C0447,KARAN JOSHI,61,Male,AHMEDABAD,Gujarat,22/08/2023,8890129015,yes
C0448,Isha Menon,63,Female,BANGALORE,Karnataka,03-Feb-22,+91-9401001356,No
C0449,Meera Sharma,25,male,Hyderabad,Telangana,2024-03-21,8811432415,yes
C0450,Aarav Patel,22,Male,Amdavad,Gujarat,"December 12, 2022",09167944263,FALSE
C0451,  Vikram Menon ,69,female,Amdavad,Gujarat,14/12/2022,+91-9879534353,yes
C0452,Meera Kulkarni,59,Male,Mumbai,Maharashtra,07/08/2023,9158817205,Yes
C0453,Karan Iyer,55,Male,Chennai,Tamil Nadu,"May 19, 2023",+91-7099914907,1
C0454,SIDDHARTH SINGH,24,F,Hyderabad,Telangana,2022-06-07,+91 75544 17721,yes
C0455,  Priya Singh ,38,male,Mumbai,Maharashtra,2022-02-23,09184511737,No
C0456,Priya Nair,missing,F,Chennai,Tamil Nadu,03/10/2022,9899521378,Y
C0457,Nikhil Patel,50,male,kolkata,West Bengal,2024-03-11,07004299516,0
C0458,ANANYA SHARMA,48,Female,CHENNAI,Tamil Nadu,12/05/2024,+91-9513239458,Y
C0459,SIDDHARTH MENON,26,female,Poona,Maharashtra,2024-04-01,+91 90813 44257,no
C0460,Rahul Iyer,56,F,Hyderabad,Telangana,16/09/2023,09387102656,TRUE
C0461,ROHAN KULKARNI,70,male, Pune,Maharashtra,27/04/2024,07535856716,N
C0462,nikhil sharma,19,Female,Delhi,Delhi,15/04/2024,+91-8302141873,Y
C0463,karan sharma,70,male,Amdavad,Gujarat,24/06/2022,9429693268,No
C0464,rohan reddy,54,Female,bengaluru,Karnataka,18-May-24,08086287723,Yes
C0465,Priya Nair,44,female,Kolkata,West Bengal,2024-01-09,+91-8193713279,TRUE
C0466,Rahul Patel,69,Female,Delhi,Delhi,2022-09-13,+91-8414009054,Yes
C0467,Pooja Sharma,58,F,ahmedabad,Gujarat,"December 15, 2022",07313149647,No
C0468,Sneha Patel,20,Female,ahmedabad,Gujarat,03/05/2022,09689444996,No
C0469,PRIYA KULKARNI,42,female,Poona,Maharashtra,17-Mar-24,+91-7045554769,N
C0470,  Nikhil Kulkarni , ,Male,mumbai,Maharashtra,2023-08-10,09067594256,yes
C0471,VIKRAM SHARMA,37,Female,New Delhi,Delhi,08/21/2023,+91 85385 50458,Y
C0472,Aarav Kulkarni,61,O,Hyderabad,Telangana,2023-03-09,+91 99769 36379,no
C0473,Nikhil Desai,55,male,ahmedabad,Gujarat,18/04/2022,9130006033,no
C0474,Karan Iyer,67,Female,Amdavad,Gujarat,"July 08, 2022",+91-7028885322,1
C0475,Vikram Singh,58,M,pune,Maharashtra,2022-07-22,8125276504,yes
C0476,Aarav Reddy,24,female,Delhi,Delhi,12/13/2022,8959379885,1
C0477,ROHAN PATEL,26,female,Calcutta,West Bengal,2023-09-06,8050332690,1
C0478,vikram nair,58,O,Madras,Tamil Nadu,03-Aug-22,07719121589,1
C0479,Isha Kulkarni,38,female, Hyderabad,Telangana,2023-05-01,+91-8722050260,no
C0480,Karan Joshi,43,female,New Delhi,Delhi,18/09/2022,+91 79668 68262,no
C0481,Nikhil Kulkarni,45,male,MUMBAI,Maharashtra,2022-10-07,+91-7771228930,N
C0482,Meera Kulkarni,59,F,Pune,Maharashtra,2023-01-04,+91 76443 98487,Y
C0483,Karan Menon,26,Female,CHENNAI,Tamil Nadu,09-Jan-22,+91-8210516208,FALSE
C0484,siddharth iyer,65,Male,BANGALORE,Karnataka,"January 10, 2024",08841651780,no
C0485,NIKHIL KULKARNI,26,missing,AHMEDABAD,Gujarat,2022-12-14,+91 94662 62870,N
C0486,priya reddy,39,Male, Mumbai ,Maharashtra,2023-01-26,07808908473,No
C0487,Nikhil Rao,23,nan, Hyderabad,Telangana,2022-01-28,+91 79300 36986,1
C0488,  Nikhil Sharma ,18,female,Pune,Maharashtra,13/05/2022,7295334806,Y
C0489,Isha Reddy,37,Female,kolkata,West Bengal,,+91 89819 42353,0
C0490,Nikhil Joshi,65,female,AHMEDABAD,Gujarat,05/02/2023,09653158137,FALSE
C0491,Ananya Menon,N/A,male,Calcutta,West Bengal,11/14/2023,+91-9998076115,N
C0492,Sneha Kulkarni,38,F, Pune,Maharashtra,2022-01-28,+91 94567 70542,TRUE
C0493,SIDDHARTH SHARMA,25,Female,NEW DELHI,Delhi,2023-04-18,07602393888,Y
C0494,Ananya Sharma,29,female,Bengaluru,Karnataka,2023-11-25,8537971916,FALSE
C0495,Sneha Gupta,null,O,mumbai,Maharashtra,01/19/2023,+91-7858932011,N
C0496,Rohan Iyer,24,F,Delhi,Delhi,02/03/2023,8385898208,1
C0497,pooja patel,24,female,Kolkata,West Bengal,2023-02-03,+91 91560 46497,Yes
C0498,  Karan Gupta ,56,Female,Poona,Maharashtra,2022-06-25,09990651739,yes
C0499,Ananya Rao,62,female,Hyderabad,Telangana,09/16/2023,+91-8928060494,no
C0500,sneha singh,45,M, Mumbai ,Maharashtra,2022-10-31,08022476958,N
C0362,Karan Desai,42,F,Bangalore,Karnataka,2022-07-27,9973021583,No
C0074,Pooja Joshi,44,M,Ahmedabad,Gujarat,18-Oct-22,+91-9547492192,no
C0375,Aarav Menon,50,female, Bengaluru ,Karnataka,2023-11-14,+91-9427650861,yes
C0156,Siddharth Kulkarni,49,Female,NEW DELHI,Delhi,2022-06-21,7947167036,1
C0105,DIVYA REDDY,36,female,ahmedabad,Gujarat,2024-04-13,09140034179,FALSE
C0395,isha kulkarni,39,M,Ahmedabad,Gujarat,03/17/2023,08616353231,FALSE
C0378,Karan Menon,65,male, Pune,Maharashtra,01/17/2024,9521919170,Y
C0125,  Ananya Kulkarni ,26,M,PUNE,Maharashtra,20-Apr-23,8821616017,FALSE
C0069,  Divya Gupta ,47,male,AHMEDABAD,Gujarat,,07400420225,No
C0451,  Vikram Menon ,69,female,Amdavad,Gujarat,14/12/2022,+91-9879534353,yes
C0010,Ananya Singh,56,Male,ahmedabad,Gujarat,2024-01-01,09222971316,No
C0195,Arjun Patel,42,male,Ahmedabad,Gujarat,2022-09-27,+91-8131297865,yes
C0407,KARAN REDDY,31,male,Kolkata,West Bengal,18/05/2023,8359313973,Y
C0085,Nikhil Sharma,61,Male,BANGALORE,Karnataka,28/08/2022,08579864877,FALSE
C0372,Rahul Joshi,62,female,hyderabad,Telangana,2024-03-19,+91-8116723521,yes
